Program Acronym,Program Full Name,User Facility Acronym,User Facility Full Name,User Facility Host Institution Acronym,User Facility Host Institution Name,Project/Experiment Title,Project/Experiment Type,Home Institution Name,Home Institution City,Home Institution State/Province/Territory,Home Institution Country,Industry?,Home Institution Type
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,Sapientai,Austin,TX,United States,Yes,Small Business
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,Next Step Fusion,Luxembourg,Luxembourg,Luxembourg,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Controlling the NT shape boundary flux to expand achievable parameter space in NT plasmas (with possible EFC piggyback),Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Controlling the NT shape boundary flux to expand achievable parameter space in NT plasmas (with possible EFC piggyback),Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Controlling the NT shape boundary flux to expand achievable parameter space in NT plasmas (with possible EFC piggyback),Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Controlling the NT shape boundary flux to expand achievable parameter space in NT plasmas (with possible EFC piggyback),Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Cross-scale interaction between high-k and low-k turbulence in high Te gradient regime,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Cross-scale interaction between high-k and low-k turbulence in high Te gradient regime,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Cryogenic Shell Pellets for Inside-Out Mitigation,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Cryogenic Shell Pellets for Inside-Out Mitigation,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Cryogenic Shell Pellets for Inside-Out Mitigation,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Cryogenic Shell Pellets for Inside-Out Mitigation,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Cryogenic Shell Pellets for Inside-Out Mitigation,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Cryogenic Shell Pellets for Inside-Out Mitigation,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,"Demonstrate core-edge solution for high performance plasma with high-beta hybrid core, small ELMs and divertor detachment?",Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,"Demonstrate core-edge solution for high performance plasma with high-beta hybrid core, small ELMs and divertor detachment?",Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,"Demonstrate core-edge solution for high performance plasma with high-beta hybrid core, small ELMs and divertor detachment?",Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,"Demonstrate core-edge solution for high performance plasma with high-beta hybrid core, small ELMs and divertor detachment?",Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,"Demonstrate core-edge solution for high performance plasma with high-beta hybrid core, small ELMs and divertor detachment?",Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,"Demonstrate core-edge solution for high performance plasma with high-beta hybrid core, small ELMs and divertor detachment?",Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,"Demonstrate core-edge solution for high performance plasma with high-beta hybrid core, small ELMs and divertor detachment?",Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,"Demonstrate core-edge solution for high performance plasma with high-beta hybrid core, small ELMs and divertor detachment?",Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,"Demonstrate core-edge solution for high performance plasma with high-beta hybrid core, small ELMs and divertor detachment?",Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Demonstration of Non-Inductive Vertical Position Control in DIII-D,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Demonstration of Non-Inductive Vertical Position Control in DIII-D,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Demonstration of Non-Inductive Vertical Position Control in DIII-D,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Demonstration of Non-Inductive Vertical Position Control in DIII-D,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Density control via real-time variation of pellet mass and frequency,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Density control via real-time variation of pellet mass and frequency,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Density control via real-time variation of pellet mass and frequency,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Density control via real-time variation of pellet mass and frequency,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Density control via real-time variation of pellet mass and frequency,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Density limit in low collisionality H-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Density limit in low collisionality H-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Density limit in low collisionality H-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Density limit in low collisionality H-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Detachment on the peeling limit at high performance,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Detachment on the peeling limit at high performance,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Detachment on the peeling limit at high performance,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Detachment on the peeling limit at high performance,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Detachment on the peeling limit at high performance,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Detachment on the peeling limit at high performance,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Detachment on the peeling limit at high performance,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Determine the physics for RMP-driven ELM suppression without density pump-out in hybrid plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Determine the physics for RMP-driven ELM suppression without density pump-out in hybrid plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
